id,departure_city,destination_city,bus_plate,travel_datetime,price,bus_type,available_seats
268,Adana,Adana,24 LKF 739,2/8/2026,740.65,2+2 Classic,"1,5,8,12,24"
269,Istanbul,Gaziantep,89 ZWL 096,1/27/2026,444.83,2+1 VIP,"1,5,8,12,24"
270,Konya,Mersin,19 QEV 603,11/6/2026,844.49,2+1 VIP,"1,5,8,12,24"
271,Istanbul,Ankara,00 IPU 385,3/28/2026,1198.46,2+2 Classic,"1,5,8,12,24"
272,Bursa,Mersin,24 NZP 925,3/26/2026,474.48,2+1 VIP,"1,5,8,12,24"
273,Ankara,Mersin,58 NAA 445,2/12/2026,1121.81,2+1 VIP,"1,5,8,12,24"
274,Konya,Ankara,70 VVE 251,7/11/2026,717.66,2+1 VIP,"1,5,8,12,24"
275,Izmir,Istanbul,75 KGG 856,9/9/2026,638.99,2+1 VIP,"1,5,8,12,24"
276,Ankara,Adana,71 LWB 635,3/31/2026,970.4,2+1 VIP,"1,5,8,12,24"
277,Antalya,Adana,08 FXC 734,11/20/2026,776.43,2+1 VIP,"1,5,8,12,24"
278,Istanbul,Ankara,99 IPM 716,5/11/2026,589.15,2+2 Classic,"1,5,8,12,24"
279,Bursa,Diyarbakir,48 BPU 322,6/28/2026,427.27,2+1 VIP,"1,5,8,12,24"
280,Ankara,Istanbul,44 XNI 851,3/4/2026,610.99,2+1 VIP,"1,5,8,12,24"
281,Mersin,Bursa,29 QKO 276,9/9/2026,525.1,2+1 VIP,"1,5,8,12,24"
282,Izmir,Gaziantep,68 AZC 339,7/19/2026,681.78,2+2 Classic,"1,5,8,12,24"
283,Bursa,Ankara,43 MPV 769,2/16/2026,442.91,2+2 Classic,"1,5,8,12,24"
284,Konya,Istanbul,07 DFB 164,7/18/2026,798.43,2+2 Classic,"1,5,8,12,24"
285,Antalya,Diyarbakir,73 IUV 738,10/4/2026,1064.09,2+1 VIP,"1,5,8,12,24"
286,Adana,Adana,19 NTN 762,3/25/2026,465.8,2+1 VIP,"1,5,8,12,24"
287,Diyarbakir,Adana,43 LTX 595,9/18/2026,577.9,2+2 Classic,"1,5,8,12,24"
288,Istanbul,Bursa,05 DKG 933,7/30/2026,590.4,2+2 Classic,"1,5,8,12,24"
289,Bursa,Gaziantep,20 TQL 494,12/19/2026,435.37,2+2 Classic,"1,5,8,12,24"
290,Izmir,Konya,21 ZPW 636,7/10/2026,989.85,2+1 VIP,"1,5,8,12,24"
291,Istanbul,Istanbul,22 WMS 188,8/6/2026,405.45,2+1 VIP,"1,5,8,12,24"
292,Istanbul,Gaziantep,42 PTC 144,6/13/2026,933.61,2+1 VIP,"1,5,8,12,24"
293,Antalya,Gaziantep,38 AXD 851,5/14/2026,1134.13,2+2 Classic,"1,5,8,12,24"
294,Gaziantep,Diyarbakir,04 AKN 683,5/28/2026,1063.52,2+2 Classic,"1,5,8,12,24"
295,Gaziantep,Konya,74 PJY 120,9/14/2026,473.86,2+2 Classic,"1,5,8,12,24"
296,Istanbul,Diyarbakir,16 QUD 677,6/27/2026,746.74,2+2 Classic,"1,5,8,12,24"
297,Mersin,Gaziantep,09 MPO 748,9/24/2026,796.03,2+1 VIP,"1,5,8,12,24"
298,Izmir,Antalya,99 LOD 139,4/15/2026,1027.33,2+1 VIP,"1,5,8,12,24"
299,Bursa,Ankara,67 RBJ 680,10/16/2026,859.17,2+2 Classic,"1,5,8,12,24"
300,Antalya,Adana,00 QMW 723,8/22/2026,735.36,2+2 Classic,"1,5,8,12,24"
301,Bursa,Istanbul,20 EOS 494,6/30/2026,1043.91,2+2 Classic,"1,5,8,12,24"
302,Diyarbakir,Bursa,23 BEL 231,2/25/2026,465.68,2+2 Classic,"1,5,8,12,24"
303,Gaziantep,Mersin,97 DGX 096,4/14/2026,807.42,2+2 Classic,"1,5,8,12,24"
304,Adana,Diyarbakir,56 GQN 296,9/21/2026,982.29,2+2 Classic,"1,5,8,12,24"
305,Antalya,Adana,79 MFK 586,12/10/2026,528.23,2+1 VIP,"1,5,8,12,24"
306,Diyarbakir,Bursa,51 BYF 351,1/26/2026,595.49,2+1 VIP,"1,5,8,12,24"
307,Antalya,Izmir,26 IXD 809,1/1/2026,989.33,2+2 Classic,"1,5,8,12,24"
308,Mersin,Diyarbakir,51 XAG 597,1/23/2026,416.93,2+2 Classic,"1,5,8,12,24"
309,Adana,Diyarbakir,61 XZY 325,4/25/2026,538.08,2+2 Classic,"1,5,8,12,24"
310,Diyarbakir,Adana,16 JDN 687,11/13/2026,1008.46,2+2 Classic,"1,5,8,12,24"
311,Ankara,Bursa,62 NOC 529,11/26/2026,1155.65,2+1 VIP,"1,5,8,12,24"
312,Antalya,Istanbul,49 MNT 473,3/12/2026,1081.85,2+2 Classic,"1,5,8,12,24"
313,Istanbul,Istanbul,03 TLJ 172,8/4/2026,509.25,2+2 Classic,"1,5,8,12,24"
314,Istanbul,Gaziantep,56 GOU 917,5/3/2026,522.54,2+2 Classic,"1,5,8,12,24"
315,Ankara,Mersin,35 XMR 188,12/30/2026,531.09,2+2 Classic,"1,5,8,12,24"
316,Izmir,Ankara,06 TJW 615,3/24/2026,808.59,2+1 VIP,"1,5,8,12,24"
317,Ankara,Konya,38 RGH 509,9/13/2026,951.78,2+1 VIP,"1,5,8,12,24"
318,Konya,Konya,95 HGU 053,5/15/2026,483.09,2+2 Classic,"1,5,8,12,24"
319,Konya,Antalya,28 YXR 585,1/26/2026,1023.63,2+2 Classic,"1,5,8,12,24"
320,Konya,Adana,55 KSS 511,2/20/2026,1134.85,2+2 Classic,"1,5,8,12,24"
321,Mersin,Gaziantep,97 FYT 902,10/12/2026,1176.77,2+2 Classic,"1,5,8,12,24"
322,Konya,Diyarbakir,30 UXH 132,4/7/2026,1132.81,2+2 Classic,"1,5,8,12,24"
323,Antalya,Istanbul,28 GCP 593,3/10/2026,463.2,2+2 Classic,"1,5,8,12,24"
324,Antalya,Diyarbakir,76 QBM 790,2/27/2026,936.59,2+1 VIP,"1,5,8,12,24"
325,Gaziantep,Istanbul,65 LWC 106,6/12/2026,788.93,2+1 VIP,"1,5,8,12,24"
326,Diyarbakir,Antalya,24 EQB 855,12/1/2026,517.63,2+2 Classic,"1,5,8,12,24"
327,Diyarbakir,Antalya,33 LVR 155,8/13/2026,551.18,2+2 Classic,"1,5,8,12,24"
328,Ankara,Mersin,77 PYI 019,6/16/2026,1049.23,2+2 Classic,"1,5,8,12,24"
329,Adana,Adana,00 JIG 853,1/5/2026,807.98,2+1 VIP,"1,5,8,12,24"
330,Istanbul,Adana,38 EDE 810,8/10/2026,433.8,2+1 VIP,"1,5,8,12,24"
331,Antalya,Izmir,48 PIQ 639,6/28/2026,689.13,2+2 Classic,"1,5,8,12,24"
332,Mersin,Istanbul,04 SGW 678,4/8/2026,611.44,2+1 VIP,"1,5,8,12,24"
333,Izmir,Bursa,75 CRA 864,7/21/2026,1152.03,2+1 VIP,"1,5,8,12,24"
334,Mersin,Ankara,07 NRY 683,10/5/2026,612.92,2+2 Classic,"1,5,8,12,24"
335,Diyarbakir,Diyarbakir,90 KYD 741,9/13/2026,841.04,2+1 VIP,"1,5,8,12,24"
336,Izmir,Mersin,28 WQM 943,8/23/2026,538.23,2+2 Classic,"1,5,8,12,24"
337,Antalya,Izmir,46 JLC 816,3/12/2026,465.68,2+1 VIP,"1,5,8,12,24"
338,Antalya,Istanbul,84 EDE 211,9/19/2026,426.57,2+1 VIP,"1,5,8,12,24"
339,Antalya,Izmir,56 NZO 376,9/21/2026,748.76,2+1 VIP,"1,5,8,12,24"
340,Adana,Diyarbakir,31 FEL 110,9/17/2026,1049.24,2+2 Classic,"1,5,8,12,24"
341,Adana,Mersin,09 DLG 914,2/4/2026,659.03,2+1 VIP,"1,5,8,12,24"
342,Ankara,Mersin,69 CQB 239,9/10/2026,696.26,2+1 VIP,"1,5,8,12,24"
343,Mersin,Bursa,21 XUD 596,10/21/2026,804.15,2+2 Classic,"1,5,8,12,24"
344,Konya,Mersin,49 OML 894,3/11/2026,593.74,2+2 Classic,"1,5,8,12,24"
345,Konya,Diyarbakir,74 WDH 263,1/31/2026,513.81,2+1 VIP,"1,5,8,12,24"
346,Bursa,Gaziantep,70 XWL 211,3/5/2026,617.98,2+1 VIP,"1,5,8,12,24"
347,Ankara,Ankara,51 RBX 462,10/26/2026,894.78,2+1 VIP,"1,5,8,12,24"
348,Izmir,Adana,88 QPP 253,6/1/2026,733.12,2+1 VIP,"1,5,8,12,24"
349,Gaziantep,Ankara,82 WVR 470,4/15/2026,1076.91,2+2 Classic,"1,5,8,12,24"
350,Bursa,Diyarbakir,53 SGK 274,3/5/2026,759.84,2+2 Classic,"1,5,8,12,24"
351,Ankara,Konya,04 RQY 157,10/2/2026,561.1,2+1 VIP,"1,5,8,12,24"
352,Mersin,Antalya,96 VDP 607,1/14/2026,1071.48,2+1 VIP,"1,5,8,12,24"
353,Mersin,Istanbul,32 GJX 193,10/6/2026,787.22,2+1 VIP,"1,5,8,12,24"
354,Bursa,Diyarbakir,72 LIF 707,8/10/2026,690.28,2+1 VIP,"1,5,8,12,24"
355,Adana,Adana,73 TNR 924,3/5/2026,533.85,2+2 Classic,"1,5,8,12,24"
356,Izmir,Ankara,70 GAF 906,9/22/2026,926.64,2+1 VIP,"1,5,8,12,24"
357,Istanbul,Gaziantep,49 TVB 616,5/3/2026,1090.4,2+1 VIP,"1,5,8,12,24"
358,Gaziantep,Istanbul,34 KLH 008,6/16/2026,548.25,2+1 VIP,"1,5,8,12,24"
359,Konya,Ankara,41 MDD 489,1/5/2026,649.42,2+2 Classic,"1,5,8,12,24"
360,Istanbul,Izmir,24 RIG 653,7/22/2026,654.1,2+2 Classic,"1,5,8,12,24"
361,Antalya,Gaziantep,84 BXV 568,6/18/2026,510.91,2+2 Classic,"1,5,8,12,24"
362,Gaziantep,Adana,53 RBW 961,10/5/2026,828.2,2+2 Classic,"1,5,8,12,24"
363,Izmir,Adana,83 IAK 111,6/5/2026,623.55,2+2 Classic,"1,5,8,12,24"
364,Gaziantep,Gaziantep,42 CAI 508,10/3/2026,1178.83,2+2 Classic,"1,5,8,12,24"
365,Diyarbakir,Mersin,42 GGO 534,8/31/2026,586.49,2+2 Classic,"1,5,8,12,24"
366,Konya,Konya,99 JXQ 563,2/1/2026,921.03,2+2 Classic,"1,5,8,12,24"
367,Mersin,Izmir,21 GVC 337,2/22/2026,844.96,2+1 VIP,"1,5,8,12,24"
368,Adana,Izmir,31 SFX 906,4/15/2026,574.97,2+2 Classic,"1,5,8,12,24"
369,Mersin,Konya,40 KBO 310,4/30/2026,680.11,2+2 Classic,"1,5,8,12,24"
370,Ankara,Antalya,72 FWD 959,8/11/2026,886.21,2+1 VIP,"1,5,8,12,24"
371,Diyarbakir,Izmir,60 WIC 974,2/25/2026,477.87,2+2 Classic,"1,5,8,12,24"
372,Izmir,Antalya,86 SPD 217,4/9/2026,1002.75,2+1 VIP,"1,5,8,12,24"
373,Bursa,Adana,15 ETQ 658,6/29/2026,1118.57,2+1 VIP,"1,5,8,12,24"
374,Gaziantep,Diyarbakir,16 EUS 362,7/15/2026,1016.03,2+2 Classic,"1,5,8,12,24"
375,Diyarbakir,Ankara,57 LFS 653,3/5/2026,1077.34,2+1 VIP,"1,5,8,12,24"
376,Konya,Izmir,53 BXU 000,5/8/2026,890.34,2+2 Classic,"1,5,8,12,24"
377,Konya,Izmir,53 KIL 131,1/20/2026,959.58,2+1 VIP,"1,5,8,12,24"
378,Antalya,Adana,09 PCA 596,3/4/2026,1154.13,2+1 VIP,"1,5,8,12,24"
379,Istanbul,Diyarbakir,04 AZD 135,9/4/2026,515.28,2+1 VIP,"1,5,8,12,24"
380,Adana,Bursa,87 YXA 644,8/24/2026,516.72,2+2 Classic,"1,5,8,12,24"
381,Adana,Gaziantep,42 AOE 196,6/12/2026,493.05,2+1 VIP,"1,5,8,12,24"
382,Izmir,Izmir,39 IUC 619,2/4/2026,994.57,2+2 Classic,"1,5,8,12,24"
383,Ankara,Istanbul,30 FKF 851,4/12/2026,511.19,2+1 VIP,"1,5,8,12,24"
384,Adana,Mersin,88 UJH 366,12/14/2026,758.98,2+2 Classic,"1,5,8,12,24"
385,Diyarbakir,Mersin,47 FDI 093,3/23/2026,531.98,2+2 Classic,"1,5,8,12,24"
386,Gaziantep,Antalya,44 GKO 026,10/13/2026,788.86,2+1 VIP,"1,5,8,12,24"
387,Ankara,Antalya,07 PVI 133,11/9/2026,487.49,2+1 VIP,"1,5,8,12,24"
388,Konya,Diyarbakir,41 LOB 311,9/9/2026,667.79,2+1 VIP,"1,5,8,12,24"
389,Mersin,Bursa,95 PPE 403,3/15/2026,410.18,2+2 Classic,"1,5,8,12,24"
390,Bursa,Antalya,07 DNN 902,11/25/2026,467.51,2+2 Classic,"1,5,8,12,24"
391,Diyarbakir,Adana,21 DXI 384,11/1/2026,931.66,2+2 Classic,"1,5,8,12,24"
392,Bursa,Mersin,93 GNQ 121,5/15/2026,1157.38,2+2 Classic,"1,5,8,12,24"
393,Diyarbakir,Adana,85 SIN 277,5/19/2026,736.53,2+1 VIP,"1,5,8,12,24"
394,Mersin,Bursa,59 MHU 675,7/13/2026,973.54,2+1 VIP,"1,5,8,12,24"
395,Istanbul,Istanbul,76 ITL 087,5/28/2026,1119.6,2+2 Classic,"1,5,8,12,24"
396,Mersin,Diyarbakir,44 WOZ 210,2/16/2026,1119.66,2+1 VIP,"1,5,8,12,24"
397,Antalya,Antalya,16 ZUT 590,3/11/2026,487.14,2+2 Classic,"1,5,8,12,24"
398,Bursa,Gaziantep,29 XRO 840,3/19/2026,423.7,2+2 Classic,"1,5,8,12,24"
399,Ankara,Diyarbakir,41 EAH 659,4/29/2026,810.43,2+2 Classic,"1,5,8,12,24"
400,Diyarbakir,Antalya,82 UWW 147,12/5/2026,514.66,2+2 Classic,"1,5,8,12,24"
401,Konya,Gaziantep,41 EBY 160,4/27/2026,1161.0,2+1 VIP,"1,5,8,12,24"
402,Diyarbakir,Antalya,21 BHF 866,1/15/2026,645.08,2+2 Classic,"1,5,8,12,24"
403,Ankara,Bursa,75 MBK 678,6/6/2026,529.93,2+2 Classic,"1,5,8,12,24"
404,Istanbul,Gaziantep,63 ROJ 483,7/22/2026,522.31,2+1 VIP,"1,5,8,12,24"
405,Konya,Gaziantep,47 XAE 830,8/2/2026,520.73,2+1 VIP,"1,5,8,12,24"
406,Antalya,Istanbul,37 SPX 497,7/7/2026,557.99,2+1 VIP,"1,5,8,12,24"
407,Istanbul,Diyarbakir,62 LRS 472,7/16/2026,579.03,2+2 Classic,"1,5,8,12,24"
408,Bursa,Diyarbakir,47 LSU 920,5/22/2026,669.77,2+2 Classic,"1,5,8,12,24"
409,Diyarbakir,Antalya,69 SXQ 493,9/6/2026,1047.66,2+2 Classic,"1,5,8,12,24"
410,Izmir,Diyarbakir,89 CEW 628,5/24/2026,974.75,2+2 Classic,"1,5,8,12,24"
411,Adana,Istanbul,91 XKO 851,12/3/2026,830.21,2+1 VIP,"1,5,8,12,24"
412,Adana,Konya,43 LQU 296,11/19/2026,412.01,2+1 VIP,"1,5,8,12,24"
413,Antalya,Adana,44 YBB 981,12/18/2026,978.01,2+1 VIP,"1,5,8,12,24"
414,Gaziantep,Bursa,20 ZES 947,1/10/2026,781.22,2+2 Classic,"1,5,8,12,24"
415,Gaziantep,Istanbul,47 GTK 194,10/27/2026,918.35,2+2 Classic,"1,5,8,12,24"
416,Adana,Mersin,91 JHE 809,6/8/2026,715.49,2+2 Classic,"1,5,8,12,24"
417,Konya,Ankara,84 OHH 667,1/11/2026,691.22,2+2 Classic,"1,5,8,12,24"
418,Mersin,Diyarbakir,61 UDR 348,5/11/2026,598.36,2+2 Classic,"1,5,8,12,24"
419,Istanbul,Mersin,33 UBK 161,10/31/2026,995.95,2+1 VIP,"1,5,8,12,24"
420,Konya,Gaziantep,61 CVK 990,6/17/2026,963.47,2+2 Classic,"1,5,8,12,24"
421,Istanbul,Bursa,13 DYS 817,3/10/2026,493.42,2+1 VIP,"1,5,8,12,24"
422,Bursa,Izmir,25 CNG 947,3/3/2026,730.87,2+2 Classic,"1,5,8,12,24"
423,Adana,Istanbul,03 HRF 507,6/21/2026,478.55,2+1 VIP,"1,5,8,12,24"
424,Bursa,Mersin,33 RTQ 321,6/4/2026,688.22,2+2 Classic,"1,5,8,12,24"
425,Antalya,Diyarbakir,94 QTY 427,5/24/2026,1006.11,2+2 Classic,"1,5,8,12,24"
426,Gaziantep,Bursa,84 HPH 391,4/16/2026,1028.31,2+2 Classic,"1,5,8,12,24"
427,Izmir,Istanbul,58 IKF 246,8/13/2026,1157.15,2+2 Classic,"1,5,8,12,24"
428,Ankara,Antalya,94 ZOC 897,3/27/2026,742.04,2+1 VIP,"1,5,8,12,24"
429,Ankara,Antalya,98 NIG 417,8/24/2026,985.18,2+2 Classic,"1,5,8,12,24"
430,Bursa,Ankara,36 UUV 533,4/26/2026,1112.25,2+1 VIP,"1,5,8,12,24"
431,Izmir,Konya,82 EXT 060,5/23/2026,1188.41,2+1 VIP,"1,5,8,12,24"
432,Mersin,Antalya,89 LPC 980,12/14/2026,1043.39,2+1 VIP,"1,5,8,12,24"
433,Izmir,Konya,35 HHY 243,1/3/2026,745.83,2+2 Classic,"1,5,8,12,24"
434,Antalya,Mersin,52 KXD 217,3/26/2026,975.32,2+1 VIP,"1,5,8,12,24"
435,Izmir,Izmir,86 HWC 052,2/4/2026,785.62,2+2 Classic,"1,5,8,12,24"
436,Izmir,Diyarbakir,22 JCN 005,4/29/2026,767.79,2+2 Classic,"1,5,8,12,24"
437,Konya,Antalya,33 OVT 969,12/24/2026,1029.21,2+2 Classic,"1,5,8,12,24"
438,Ankara,Bursa,61 YLH 908,9/10/2026,806.42,2+2 Classic,"1,5,8,12,24"
439,Bursa,Antalya,35 QPM 360,11/26/2026,674.16,2+2 Classic,"1,5,8,12,24"
440,Izmir,Gaziantep,56 ZDU 833,10/29/2026,850.08,2+1 VIP,"1,5,8,12,24"
441,Antalya,Mersin,26 LCZ 812,12/16/2026,1088.12,2+1 VIP,"1,5,8,12,24"
442,Izmir,Bursa,21 UQT 477,8/30/2026,792.83,2+2 Classic,"1,5,8,12,24"
443,Izmir,Konya,11 KLU 684,10/10/2026,838.71,2+2 Classic,"1,5,8,12,24"
444,Gaziantep,Mersin,24 ASU 020,11/8/2026,939.08,2+2 Classic,"1,5,8,12,24"
445,Antalya,Konya,88 TAC 074,1/19/2026,1153.21,2+1 VIP,"1,5,8,12,24"
446,Bursa,Istanbul,75 BTI 937,1/8/2026,1012.28,2+2 Classic,"1,5,8,12,24"
447,Adana,Istanbul,75 PHL 510,1/6/2026,801.08,2+1 VIP,"1,5,8,12,24"
448,Ankara,Diyarbakir,78 VJW 680,2/10/2026,1195.34,2+2 Classic,"1,5,8,12,24"
449,Ankara,Antalya,82 NVM 061,1/10/2026,1142.19,2+1 VIP,"1,5,8,12,24"
450,Ankara,Mersin,63 HSF 677,3/11/2026,1176.38,2+2 Classic,"1,5,8,12,24"
451,Diyarbakir,Konya,37 EYU 040,5/19/2026,694.72,2+1 VIP,"1,5,8,12,24"
452,Diyarbakir,Ankara,66 BGN 917,7/18/2026,524.97,2+1 VIP,"1,5,8,12,24"
453,Izmir,Izmir,32 PGP 822,9/2/2026,940.5,2+1 VIP,"1,5,8,12,24"
454,Mersin,Bursa,46 UBU 037,11/4/2026,1099.99,2+1 VIP,"1,5,8,12,24"
455,Ankara,Ankara,94 RDT 674,5/11/2026,575.32,2+1 VIP,"1,5,8,12,24"
456,Adana,Bursa,89 JUH 578,12/21/2026,425.48,2+2 Classic,"1,5,8,12,24"
457,Izmir,Gaziantep,71 YWV 504,10/17/2026,545.13,2+2 Classic,"1,5,8,12,24"
458,Diyarbakir,Diyarbakir,17 QGK 544,12/9/2026,866.72,2+2 Classic,"1,5,8,12,24"
459,Bursa,Gaziantep,38 OLP 575,10/15/2026,633.22,2+2 Classic,"1,5,8,12,24"
460,Izmir,Gaziantep,41 TIL 503,6/18/2026,1180.98,2+2 Classic,"1,5,8,12,24"
461,Konya,Konya,58 MKG 704,8/17/2026,659.32,2+2 Classic,"1,5,8,12,24"
462,Izmir,Bursa,01 VOU 615,2/23/2026,1049.84,2+1 VIP,"1,5,8,12,24"
463,Adana,Gaziantep,84 IUZ 982,2/9/2026,531.54,2+1 VIP,"1,5,8,12,24"
464,Izmir,Konya,82 WPJ 607,8/13/2026,794.78,2+1 VIP,"1,5,8,12,24"
465,Mersin,Gaziantep,18 OTZ 175,9/16/2026,606.94,2+1 VIP,"1,5,8,12,24"
466,Adana,Antalya,13 SFO 553,4/15/2026,837.23,2+2 Classic,"1,5,8,12,24"
467,Mersin,Ankara,24 WDL 915,8/20/2026,1010.26,2+2 Classic,"1,5,8,12,24"
468,Mersin,Mersin,40 ASR 297,4/6/2026,842.94,2+2 Classic,"1,5,8,12,24"
469,Diyarbakir,Mersin,11 KJY 241,1/13/2026,984.31,2+2 Classic,"1,5,8,12,24"
470,Antalya,Mersin,45 AID 662,10/25/2026,716.49,2+2 Classic,"1,5,8,12,24"
471,Konya,Adana,92 WJB 374,1/3/2026,1049.12,2+1 VIP,"1,5,8,12,24"
472,Bursa,Istanbul,33 LXO 083,4/19/2026,1191.38,2+2 Classic,"1,5,8,12,24"
473,Gaziantep,Konya,24 EAK 515,6/9/2026,849.65,2+2 Classic,"1,5,8,12,24"
474,Ankara,Ankara,16 SXM 372,5/14/2026,565.27,2+1 VIP,"1,5,8,12,24"
475,Istanbul,Izmir,91 YSY 418,2/6/2026,543.91,2+1 VIP,"1,5,8,12,24"
476,Konya,Bursa,28 HBD 454,10/28/2026,1046.44,2+2 Classic,"1,5,8,12,24"
477,Bursa,Izmir,87 LRS 369,5/20/2026,542.24,2+1 VIP,"1,5,8,12,24"
478,Izmir,Izmir,46 QRC 942,8/30/2026,891.47,2+2 Classic,"1,5,8,12,24"
479,Diyarbakir,Antalya,33 AAF 520,7/20/2026,1129.17,2+1 VIP,"1,5,8,12,24"
480,Mersin,Izmir,99 AFF 105,5/8/2026,445.48,2+2 Classic,"1,5,8,12,24"
481,Gaziantep,Izmir,68 OOY 336,5/10/2026,621.51,2+1 VIP,"1,5,8,12,24"
482,Gaziantep,Konya,41 IOC 082,8/18/2026,943.31,2+1 VIP,"1,5,8,12,24"
483,Ankara,Adana,92 CTG 746,4/11/2026,904.29,2+2 Classic,"1,5,8,12,24"
484,Konya,Konya,90 CYO 775,6/21/2026,1199.62,2+2 Classic,"1,5,8,12,24"
485,Konya,Izmir,42 ITM 414,8/15/2026,643.52,2+2 Classic,"1,5,8,12,24"
486,Konya,Gaziantep,56 PFA 924,6/6/2026,944.86,2+1 VIP,"1,5,8,12,24"
487,Adana,Ankara,81 BQR 935,11/14/2026,766.35,2+2 Classic,"1,5,8,12,24"
488,Izmir,Diyarbakir,16 CUI 882,9/23/2026,897.5,2+1 VIP,"1,5,8,12,24"
489,Mersin,Diyarbakir,07 NEU 969,6/4/2026,935.08,2+2 Classic,"1,5,8,12,24"
490,Bursa,Ankara,33 EPN 323,11/17/2026,697.24,2+1 VIP,"1,5,8,12,24"
491,Adana,Mersin,97 IHI 309,10/22/2026,548.63,2+2 Classic,"1,5,8,12,24"
492,Bursa,Ankara,40 QXT 347,9/2/2026,588.45,2+1 VIP,"1,5,8,12,24"
493,Adana,Ankara,22 EKR 137,6/8/2026,1063.79,2+1 VIP,"1,5,8,12,24"
494,Bursa,Gaziantep,59 DEV 493,7/22/2026,849.93,2+1 VIP,"1,5,8,12,24"
495,Diyarbakir,Mersin,52 LTH 751,10/10/2026,1196.76,2+2 Classic,"1,5,8,12,24"
496,Gaziantep,Diyarbakir,58 ITR 266,1/30/2026,927.64,2+2 Classic,"1,5,8,12,24"
497,Izmir,Izmir,75 MQA 683,12/2/2026,486.25,2+2 Classic,"1,5,8,12,24"
498,Antalya,Izmir,21 BTY 170,10/13/2026,586.51,2+1 VIP,"1,5,8,12,24"
499,Konya,Istanbul,40 QNY 323,1/28/2026,523.12,2+1 VIP,"1,5,8,12,24"
500,Bursa,Diyarbakir,52 YPL 976,1/14/2026,831.03,2+1 VIP,"1,5,8,12,24"
501,Ankara,Gaziantep,50 UGJ 369,9/10/2026,1032.25,2+1 VIP,"1,5,8,12,24"
502,Mersin,Diyarbakir,08 NQN 803,6/19/2026,702.69,2+2 Classic,"1,5,8,12,24"
503,Izmir,Ankara,30 EWF 877,8/3/2026,925.89,2+2 Classic,"1,5,8,12,24"
504,Ankara,Adana,22 UOG 432,9/8/2026,873.29,2+2 Classic,"1,5,8,12,24"
505,Mersin,Antalya,69 FJJ 614,12/1/2026,846.19,2+2 Classic,"1,5,8,12,24"
506,Konya,Bursa,96 UXK 822,2/6/2026,790.66,2+2 Classic,"1,5,8,12,24"
507,Izmir,Istanbul,94 RVI 634,2/28/2026,1084.42,2+2 Classic,"1,5,8,12,24"
508,Antalya,Izmir,28 CGQ 331,5/14/2026,974.3,2+1 VIP,"1,5,8,12,24"
509,Izmir,Ankara,88 HCI 635,5/27/2026,1041.08,2+2 Classic,"1,5,8,12,24"
510,Istanbul,Istanbul,38 CFZ 179,2/8/2026,1011.99,2+2 Classic,"1,5,8,12,24"
511,Izmir,Bursa,81 FNK 821,8/7/2026,846.34,2+2 Classic,"1,5,8,12,24"
512,Bursa,Gaziantep,99 OTL 132,3/20/2026,452.94,2+2 Classic,"1,5,8,12,24"
513,Ankara,Konya,39 BBY 809,11/30/2026,430.03,2+2 Classic,"1,5,8,12,24"
514,Adana,Mersin,55 IQM 445,4/9/2026,777.22,2+2 Classic,"1,5,8,12,24"
515,Istanbul,Ankara,46 ZNA 857,10/7/2026,766.1,2+2 Classic,"1,5,8,12,24"
516,Diyarbakir,Izmir,64 JVM 095,6/16/2026,723.35,2+2 Classic,"1,5,8,12,24"
517,Bursa,Konya,96 CLI 237,5/14/2026,552.23,2+1 VIP,"1,5,8,12,24"
518,Mersin,Bursa,07 VIN 544,10/19/2026,968.22,2+1 VIP,"1,5,8,12,24"
519,Izmir,Mersin,46 MOW 469,5/31/2026,885.0,2+2 Classic,"1,5,8,12,24"
520,Adana,Mersin,06 VRD 373,11/11/2026,640.13,2+2 Classic,"1,5,8,12,24"
521,Istanbul,Konya,03 ZVB 799,1/22/2026,646.89,2+2 Classic,"1,5,8,12,24"
522,Izmir,Mersin,90 VMF 558,11/27/2026,937.29,2+1 VIP,"1,5,8,12,24"
523,Konya,Mersin,84 NEA 730,3/22/2026,1191.12,2+2 Classic,"1,5,8,12,24"
524,Antalya,Diyarbakir,00 ARR 905,12/25/2026,1109.37,2+2 Classic,"1,5,8,12,24"
525,Istanbul,Konya,25 EOU 652,3/6/2026,747.89,2+1 VIP,"1,5,8,12,24"
526,Antalya,Gaziantep,37 HZF 152,11/6/2026,1140.32,2+1 VIP,"1,5,8,12,24"
527,Istanbul,Konya,19 GHG 876,11/6/2026,984.47,2+1 VIP,"1,5,8,12,24"
528,Gaziantep,Bursa,06 VBA 803,3/8/2026,1022.07,2+2 Classic,"1,5,8,12,24"
529,Bursa,Adana,64 YBB 888,9/17/2026,587.61,2+1 VIP,"1,5,8,12,24"
530,Istanbul,Adana,88 RFB 958,12/26/2026,463.64,2+1 VIP,"1,5,8,12,24"
531,Konya,Mersin,65 CMR 582,11/9/2026,1160.55,2+2 Classic,"1,5,8,12,24"
532,Mersin,Ankara,50 QXJ 670,12/27/2026,869.63,2+1 VIP,"1,5,8,12,24"
533,Adana,Gaziantep,42 ULM 975,10/31/2026,575.72,2+1 VIP,"1,5,8,12,24"
534,Bursa,Adana,35 XCJ 369,12/18/2026,517.79,2+2 Classic,"1,5,8,12,24"
